,ref,name,publisher,year,score
812,http://cpcgamereviews.com/h/index5.html#holdfast,Holdfast,Kuma,1984,8
813,http://cpcgamereviews.com/h/index6.html#hold-up,Hold-Up,ERE Informatique,1984,7
814,http://cpcgamereviews.com/h/index6.html#hollywood_hijinx,Hollywood Hijinx,Infocom,1986,9
815,http://cpcgamereviews.com/h/index6.html#hollywood_or_bust,Hollywood or Bust,Mastertronic,1986,4
816,http://cpcgamereviews.com/h/index6.html#holocauste,Holocauste,MBC,1988,7
817,http://cpcgamereviews.com/h/index6.html#homerunner,Homerunner,Amsoft,1984,0
818,http://cpcgamereviews.com/h/index6.html#hong_kong_phooey,Hong Kong Phooey,Hi-Tec Software,1990,8
819,http://cpcgamereviews.com/h/index6.html#hopper_copper,Hopper Copper,Silverbird,1989,5
820,http://cpcgamereviews.com/h/index6.html#hopping_mad,Hopping Mad,Elite,1988,5
821,http://cpcgamereviews.com/h/index6.html#hora_bruja,Hora Bruja,ESP Soft,2011,8
822,http://cpcgamereviews.com/h/index6.html#hostages,Hostages,Infogrames,1990,7
823,http://cpcgamereviews.com/h/index7.html#hot_rod,Hot Rod,Activision,1990,2
824,http://cpcgamereviews.com/h/index7.html#hotshot,Hotshot,Addictive,1988,6
825,http://cpcgamereviews.com/h/index7.html#the_house_of_horrors,The House of Horrors,Solid Software,1984,4
826,http://cpcgamereviews.com/h/index7.html#house_of_usher,House of Usher,Anirog,1984,3
827,http://cpcgamereviews.com/h/index7.html#howard_the_duck,Howard the Duck,Activision,1987,2
828,http://cpcgamereviews.com/h/index7.html#how_to_be_a_complete_bastard,How to Be a Complete Bastard,Virgin Games,1987,3
829,http://cpcgamereviews.com/h/index7.html#how_to_be_a_hero,How to Be a Hero,Mastertronic,1987,1
830,http://cpcgamereviews.com/h/index7.html#hudson_hawk,Hudson Hawk,Ocean,1991,8
831,http://cpcgamereviews.com/h/index7.html#humphrey,Humphrey,Zigurat,1988,5
832,http://cpcgamereviews.com/h/index7.html#hunchback,Hunchback,Amsoft/Ocean,1984,3
833,http://cpcgamereviews.com/h/index8.html#hunchback_the_adventure,Hunchback: The Adventure,Ocean,1986,7
834,http://cpcgamereviews.com/h/index8.html#hunchback_2_quasimodos_revenge,Hunchback II: Quasimodo's Revenge,Ocean,1985,4
835,http://cpcgamereviews.com/h/index8.html#hundra,Hundra,Dinamic/Mastertronic,1988,7
836,http://cpcgamereviews.com/h/index8.html#the_hunt_for_red_october_the_movie,The Hunt for Red October: The Movie,Grandslam,1991,6
837,http://cpcgamereviews.com/h/index8.html#hustler,Hustler,Bubble Bus,1985,4
838,http://cpcgamereviews.com/h/index8.html#huxley_pig,Huxley Pig,Alternative Software,1991,5
839,http://cpcgamereviews.com/h/index8.html#hybrid,Hybrid,Starlight Software,1987,5
840,http://cpcgamereviews.com/h/index8.html#hydra,Hydra,Domark,1991,5
841,http://cpcgamereviews.com/h/index8.html#hydrofool,Hydrofool,FTL,1987,8
842,http://cpcgamereviews.com/h/index8.html#hyperbowl,Hyperbowl,Mastertronic,1986,8
843,http://cpcgamereviews.com/h/index9.html#hyper_sports,Hyper Sports,Imagine,1986,8
844,http://cpcgamereviews.com/h/index9.html#hypsys,Hypsys,Dro Soft,1990,7
845,http://cpcgamereviews.com/i/index.html#i_alien,i Alien,CRL,1988,4
846,http://cpcgamereviews.com/i/index.html#i_ball,"I, Ball",Firebird,1987,8
847,http://cpcgamereviews.com/i/index.html#i_ball_2_quest_for_the_past,"I, Ball II: Quest for the Past",Firebird,1987,5
848,http://cpcgamereviews.com/i/index.html#ice_breaker,Ice Breaker,Topo Soft,1990,7
849,http://cpcgamereviews.com/i/index.html#ice_slider,Ice Slider,EgoTrip,2016,8
850,http://cpcgamereviews.com/i/index.html#the_ice_temple,The Ice Temple,Blue Ribbon,1989,5
851,http://cpcgamereviews.com/i/index.html#ikari_warriors,Ikari Warriors,Elite,1986,8
852,http://cpcgamereviews.com/i/index.html#ik+,IK+,System 3,1988,5
853,http://cpcgamereviews.com/i/index.html#lile,L'Ile,Ubi Soft,1988,8
854,http://cpcgamereviews.com/i/index.html#ilogicall,iLogicAll,CEZ Games Studio,2009,8
855,http://cpcgamereviews.com/i/index2.html#imaginario_colectivo,Imaginario Colectivo,ESP Soft,2012,9
856,http://cpcgamereviews.com/i/index2.html#imagination,Imagination,Firebird,1987,7
857,http://cpcgamereviews.com/i/index2.html#impact,Impact,Audiogenic Software,1988,7
858,http://cpcgamereviews.com/i/index2.html#imperial_mahjong,Imperial Mahjong,Cargosoft,2016,10
859,http://cpcgamereviews.com/i/index2.html#impossaball,Impossaball,Hewson,1987,6
860,http://cpcgamereviews.com/i/index2.html#impossamole,Impossamole,Gremlin Graphics,1990,7
861,http://cpcgamereviews.com/i/index2.html#impossible_mission,Impossible Mission,Epyx,1986,6
862,http://cpcgamereviews.com/i/index2.html#impossible_mission_2,Impossible Mission II,Epyx,1988,6
863,http://cpcgamereviews.com/i/index2.html#inca_curse,Inca Curse,Paxman Promotions,1985,6
864,http://cpcgamereviews.com/i/index2.html#indiana_jones_and_the_fate_of_atlantis,Indiana Jones and the Fate of Atlantis,Lucasfilm Games,1992,5
865,http://cpcgamereviews.com/i/index3.html#indiana_jones_and_the_last_crusade,Indiana Jones and the Last Crusade,US Gold,1989,5
866,http://cpcgamereviews.com/i/index3.html#indiana_jones_and_the_temple_of_doom,Indiana Jones and the Temple of Doom,US Gold,1987,7
867,http://cpcgamereviews.com/i/index3.html#indoor_race,Indoor Race,Mind Games Espa&ntilde;a,1987,0
868,http://cpcgamereviews.com/i/index3.html#indoor_soccer,Indoor Soccer,Magnificent 7,1986,2
869,http://cpcgamereviews.com/i/index3.html#inertie,Inertie,Ubi Soft,1987,6
870,http://cpcgamereviews.com/i/index3.html#infernal_house,Infernal House,Lankhor,1991,9
871,http://cpcgamereviews.com/i/index3.html#infernal_runner,Infernal Runner,Loriciels,1985,8
872,http://cpcgamereviews.com/i/index3.html#infidel,Infidel,Infocom,1986,8
873,http://cpcgamereviews.com/i/index3.html#the_inheritance,The Inheritance,Infogrames,1986,6
874,http://cpcgamereviews.com/i/index3.html#los_inhumanos,Los Inhumanos,Delta Software,1990,4
875,http://cpcgamereviews.com/i/index4.html#insector_hecti_in_the_interchange,Insector Hecti in the Interchange,Hi-Tec Software,1991,9
876,http://cpcgamereviews.com/i/index4.html#inside_outing,Inside Outing,The Edge,1987,7
877,http://cpcgamereviews.com/i/index4.html#international_karate,International Karate,Endurance Games,1986,5
878,http://cpcgamereviews.com/i/index4.html#international_ninja_rabbits,International Ninja Rabbits,Microvalue,1991,3
879,http://cpcgamereviews.com/i/index4.html#international_rugby,International Rugby,Artic Computing,1986,3
880,http://cpcgamereviews.com/i/index4.html#international_speedway,International Speedway,Silverbird,1988,6
881,http://cpcgamereviews.com/i/index4.html#international_3d_tennis,International 3D Tennis,Palace,1990,7
882,http://cpcgamereviews.com/i/index4.html#into_oblivion,Into Oblivion,Mastertronic,1986,2
883,http://cpcgamereviews.com/i/index4.html#into_the_eagles_nest,Into the Eagle's Nest,Pandora,1987,8
884,http://cpcgamereviews.com/i/index4.html#invasion,Invasion,Bulldog,1987,2
885,http://cpcgamereviews.com/i/index5.html#invasion_of_the_zombie_monsters,Invasion of the Zombie Monsters,RELEVO Videogames,2013,9
886,http://cpcgamereviews.com/i/index5.html#invitation,Invitation,Loriciels,1987,4
887,http://cpcgamereviews.com/i/index5.html#iron_lord,Iron Lord,Ubi Soft,1990,10
888,http://cpcgamereviews.com/i/index5.html#iron_sphere,Iron Sphere,Cronosoft,2006,8
889,http://cpcgamereviews.com/i/index5.html#iron_trackers,Iron Trackers,Micro&iuml;ds,1989,4
890,http://cpcgamereviews.com/i/index5.html#ishido,Ishido,Arkos,2005,8
891,http://cpcgamereviews.com/i/index5.html#the_island_of_dr_destructo,The Island of Dr. Destructo,Bulldog,1987,9
892,http://cpcgamereviews.com/i/index5.html#iss,ISS,Electric Dreams,1989,7
893,http://cpcgamereviews.com/i/index5.html#italian_super_car,Italian Super Car,Code Masters,1990,4
894,http://cpcgamereviews.com/i/index5.html#italy_1990,Italy 1990,US Gold,1990,9
895,http://cpcgamereviews.com/i/index6.html#its_a_knockout,It's a Knockout,Ocean,1986,3
896,http://cpcgamereviews.com/i/index6.html#ivan_ironman_stewarts_super_off_road,Ivan 'Ironman' Stewart's Super Off Road,Virgin Games,1990,7
897,http://cpcgamereviews.com/j/index.html#jackal,Jackal,Konami,1987,4
898,http://cpcgamereviews.com/j/index.html#jack_and_the_beanstalk,Jack and the Beanstalk,Thor,1985,4
899,http://cpcgamereviews.com/j/index.html#jackle_and_wide,Jackle and Wide,Bulldog,1987,4
900,http://cpcgamereviews.com/j/index.html#jack_nicklaus_greatest_18_holes_of_major_championship_golf,Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,Accolade,1989,8
901,http://cpcgamereviews.com/j/index.html#jackson_city,Jackson City,GLL,1990,6
902,http://cpcgamereviews.com/j/index.html#jack_the_nipper,Jack the Nipper,Gremlin Graphics,1986,9
903,http://cpcgamereviews.com/j/index.html#jack_the_nipper_2,Jack the Nipper II,Gremlin Graphics,1987,7
904,http://cpcgamereviews.com/j/index.html#jack_the_ripper,Jack the Ripper,CRL,1987,8
905,http://cpcgamereviews.com/j/index.html#jail_break,Jail Break,Konami,1986,6
906,http://cpcgamereviews.com/j/index.html#jammin,Jammin',Amsoft/Taskset,1985,5
907,http://cpcgamereviews.com/j/index2.html#jarlac,Jarlac,Retrobytes Productions,2018,9
908,http://cpcgamereviews.com/j/index2.html#jet_bike_simulator,Jet Bike Simulator,Code Masters,1988,8
909,http://cpcgamereviews.com/j/index2.html#jet_boot_jack,Jet Boot Jack,Amsoft/English Software,1984,6
910,http://cpcgamereviews.com/j/index2.html#jetpac,Jetpac,40Crisis,2014,9
911,http://cpcgamereviews.com/j/index2.html#jet_set_willy,Jet Set Willy,Software Projects,1985,7
912,http://cpcgamereviews.com/j/index2.html#jewel_warehouse,Jewel Warehouse,EgoTrip,2016,8
913,http://cpcgamereviews.com/j/index2.html#jimmy_business,Jimmy Business,Excellence,1985,7
914,http://cpcgamereviews.com/j/index2.html#jimmys_soccer_manager,Jimmy's Soccer Manager,Beyond Belief,1992,3
915,http://cpcgamereviews.com/j/index2.html#jim_power,Jim Power,Loriciel,1992,5
916,http://cpcgamereviews.com/j/index2.html#jinks,Jinks,Rainbow Arts,1989,2
917,http://cpcgamereviews.com/j/index3.html#jinxter,Jinxter,Rainbird,1988,9
918,http://cpcgamereviews.com/j/index3.html#jocky_wilsons_darts_challenge,Jocky Wilson's Darts Challenge,Zeppelin Games,1989,6
919,http://cpcgamereviews.com/j/index3.html#jocky_wilsons_darts_compendium,Jocky Wilson's Darts Compendium,Zeppelin Games,1991,3
920,http://cpcgamereviews.com/j/index3.html#joe_blade,Joe Blade,Players,1987,6
921,http://cpcgamereviews.com/j/index3.html#joe_blade_2,Joe Blade 2,Players,1988,5
922,http://cpcgamereviews.com/j/index3.html#joe_blade_3,Joe Blade 3,Players,1989,5
923,http://cpcgamereviews.com/j/index3.html#jonny_quest,Jonny Quest,Hi-Tec Software,1991,9
924,http://cpcgamereviews.com/j/index3.html#el_juego_de_la_oca,El Juego de la Oca,Zafiro,1989,4
925,http://cpcgamereviews.com/j/index3.html#juggernaut,Juggernaut,CRL,1985,5
926,http://cpcgamereviews.com/j/index3.html#jump,Jump,Zigurat,1991,7
927,http://cpcgamereviews.com/j/index4.html#jumping_jack,Jumping Jack,40Crisis,2016,5
928,http://cpcgamereviews.com/j/index4.html#jumpman,Jumpman,Blaby Computer Games,1985,7
929,http://cpcgamereviews.com/j/index4.html#jungle_jane,Jungle Jane,Minipuce/Bug-Byte,1986,4
930,http://cpcgamereviews.com/j/index4.html#jungle_warfare,Jungle Warfare,Mastertronic,1989,2
931,http://cpcgamereviews.com/j/index4.html#jungle_warrior,Jungle Warrior,Zigurat,1990,8
932,http://cpcgamereviews.com/j/index4.html#justin,Justin,CNGSoft,2005,7
933,http://cpcgamereviews.com/k/index.html#kaiser,Kaiser,Ariolasoft,1986,7
934,http://cpcgamereviews.com/k/index.html#kamyzol,Kamyzol,Futur Ant&eacute;rieur,2014,7
935,http://cpcgamereviews.com/k/index.html#kane,Kane,Mastertronic,1986,6
936,http://cpcgamereviews.com/k/index.html#karateka,Karateka,Br&oslash;derbund,1990,7
937,http://cpcgamereviews.com/k/index.html#karatian,Karatian,Wizcat,1995,8
938,http://cpcgamereviews.com/k/index.html#karls_treasure_hunt,Karl's Treasure Hunt,Software Projects,1984,6
939,http://cpcgamereviews.com/k/index.html#karnov,Karnov,Activision,1988,2
940,http://cpcgamereviews.com/k/index.html#kat_trap,Kat Trap,Streetwise,1987,5
941,http://cpcgamereviews.com/k/index.html#kenny_dalglish_soccer_match,Kenny Dalglish Soccer Match,Impressions,1990,3
942,http://cpcgamereviews.com/k/index.html#kentilla,Kentilla,Mastertronic,1986,4
943,http://cpcgamereviews.com/k/index2.html#kentucky_racing,Kentucky Racing,Alternative Software,1990,2
944,http://cpcgamereviews.com/k/index2.html#kettle,Kettle,Alligata,1986,5
945,http://cpcgamereviews.com/k/index2.html#the_key_factor,The Key Factor,Amsoft,1985,3
946,http://cpcgamereviews.com/k/index2.html#kick_off,Kick Off,Anco,1989,6
947,http://cpcgamereviews.com/k/index2.html#kick_off_2,Kick Off 2,Anco,1990,6
948,http://cpcgamereviews.com/k/index2.html#kikstart_2,Kikstart 2,Mastertronic,1987,5
949,http://cpcgamereviews.com/k/index2.html#killapede,Killapede,Players,1986,6
950,http://cpcgamereviews.com/k/index2.html#killerball,Killerball,Micro&iuml;ds,1991,6
951,http://cpcgamereviews.com/k/index2.html#killer_cobra,Killer Cobra,Mastertronic,1987,6
952,http://cpcgamereviews.com/k/index2.html#killer_gorilla,Killer Gorilla,Micro Power,1984,5
953,http://cpcgamereviews.com/k/index3.html#killer_ring,Killer Ring,Reakt&ouml;r,1987,6
954,http://cpcgamereviews.com/k/index3.html#kinetik,Kinetik,Firebird,1987,6
955,http://cpcgamereviews.com/k/index3.html#kingdom_of_speldome,Kingdom of Speldome,Tynesoft/Artic Computing,Unknown,5
956,http://cpcgamereviews.com/k/index3.html#kitsunes_curse,Kitsune's Curse,Juan Jos&eacute; Mart&iacute;nez,2020,7
957,http://cpcgamereviews.com/k/index3.html#klax,Klax,Domark,1990,9
958,http://cpcgamereviews.com/k/index3.html#knight_force,Knight Force,Titus,1989,5
959,http://cpcgamereviews.com/k/index3.html#knight_games,Knight Games,English Software,1986,5
960,http://cpcgamereviews.com/k/index3.html#knight_ghost,Knight Ghost,Juliet Software,1987,3
961,http://cpcgamereviews.com/k/index3.html#knight_lore,Knight Lore,Ultimate Play the Game,1985,9
962,http://cpcgamereviews.com/k/index3.html#knightmare,Knightmare,Activision,1987,7
963,http://cpcgamereviews.com/k/index4.html#knight_rider,Knight Rider,Ocean,1986,5
964,http://cpcgamereviews.com/k/index4.html#knights_and_demons,Knights and Demons,Kabuto Factory,2013,6
965,http://cpcgamereviews.com/k/index4.html#knight_tyme,Knight Tyme,Mastertronic,1986,8
966,http://cpcgamereviews.com/k/index4.html#kobayashi_naru,Kobayashi Naru,Mastertronic,1987,1
967,http://cpcgamereviews.com/k/index4.html#kokotoni_wilf,Kokotoni Wilf,Encore,1989,4
968,http://cpcgamereviews.com/k/index4.html#kongs_revenge,Kong's Revenge,Zigurat,1991,3
969,http://cpcgamereviews.com/k/index4.html#kong_strikes_back,Kong Strikes Back,Ocean,1985,7
970,http://cpcgamereviews.com/k/index4.html#koronis_rift,Koronis Rift,Activision,1987,8
971,http://cpcgamereviews.com/k/index4.html#krakout,Krakout,Gremlin Graphics,1987,6
972,http://cpcgamereviews.com/k/index4.html#kristal,Kristal,CORE,1985,7
973,http://cpcgamereviews.com/k/index5.html#kubmic,Kubmic,Futur Ant&eacute;rieur,2013,8
974,http://cpcgamereviews.com/k/index5.html#kung_fu,Kung Fu,Amstrad Action/Ocean,1986,4
975,http://cpcgamereviews.com/k/index5.html#kung_fu_master,Kung Fu Master,US Gold,1986,9
976,http://cpcgamereviews.com/k/index5.html#kwah,Kwah!,Melbourne House,1986,5
977,http://cpcgamereviews.com/k/index5.html#kwik_snax,Kwik Snax,Code Masters,1990,7
978,http://cpcgamereviews.com/l/index.html#lab_escape,Lab Escape,EgoTrip,2013,6
979,http://cpcgamereviews.com/l/index.html#lala_prologue,Lala Prologue,The Mojon Twins,2010,8
980,http://cpcgamereviews.com/l/index.html#laser_boy,Laser Boy,Carlos Sevila,2017,8
981,http://cpcgamereviews.com/l/index.html#laser_squad,Laser Squad,Blade,1989,9
982,http://cpcgamereviews.com/l/index.html#laserwarp,Laserwarp,Amsoft,1984,4
983,http://cpcgamereviews.com/l/index.html#last_duel,Last Duel,US Gold,1989,6
984,http://cpcgamereviews.com/l/index.html#the_last_mission,The Last Mission,Opera Soft,1987,7
985,http://cpcgamereviews.com/l/index.html#last_ninja_2,Last Ninja 2,System 3,1988,9
986,http://cpcgamereviews.com/l/index.html#the_last_v8,The Last V8,Mastertronic,1986,7
987,http://cpcgamereviews.com/l/index.html#las_vegas_casino,Las Vegas Casino,Zeppelin Games,1989,4
988,http://cpcgamereviews.com/l/index2.html#lawn_tennis,Lawn Tennis,Mastertronic,1987,4
989,http://cpcgamereviews.com/l/index2.html#lazer_tag,Lazer Tag,Go!,1988,7
990,http://cpcgamereviews.com/l/index2.html#leader_board,Leader Board,US Gold,1986,5
991,http://cpcgamereviews.com/l/index2.html#leather_goddesses_of_phobos,Leather Goddesses of Phobos,Infocom,1986,8
992,http://cpcgamereviews.com/l/index2.html#led_storm,LED Storm,Go!,1989,5
993,http://cpcgamereviews.com/l/index2.html#lee_enfield_space_ace,Lee Enfield: Space Ace,Infogrames,1988,6
994,http://cpcgamereviews.com/l/index2.html#the_legend_of_apache_gold,The Legend of Apache Gold,Incentive,1987,7
995,http://cpcgamereviews.com/l/index2.html#legend_of_kage,Legend of Kage,Imagine,1986,5
996,http://cpcgamereviews.com/l/index2.html#legend_of_steel,Legend of Steel,TOD Studios,2018,8
997,http://cpcgamereviews.com/l/index2.html#lemmings,Lemmings,Psygnosis,1992,8
998,http://cpcgamereviews.com/l/index3.html#lets_go,Let's Go!,Morri,2015,8
999,http://cpcgamereviews.com/l/index3.html#leviathan,Leviathan,English Software,1987,2
1000,http://cpcgamereviews.com/l/index3.html#liberator,Liberator,Proein Soft Line,1989,6
1001,http://cpcgamereviews.com/l/index3.html#licence_to_kill,Licence to Kill,Domark,1989,8
1002,http://cpcgamereviews.com/l/index3.html#life_expectancy_0,Life Expectancy Zero,Blaby Computer Games,1985,4
1003,http://cpcgamereviews.com/l/index3.html#lifeterm,Lifeterm,Alternative Software,1987,4
1004,http://cpcgamereviews.com/l/index3.html#the_light_corridor,The Light Corridor,Infogrames,1990,8
1005,http://cpcgamereviews.com/l/index3.html#light_force,Light Force,FTL,1986,8
1006,http://cpcgamereviews.com/l/index3.html#el_linaje_real,El Linaje Real,ESP Soft,2017,6
1007,http://cpcgamereviews.com/l/index3.html#line_of_fire,Line of Fire,US Gold,1990,5
1008,http://cpcgamereviews.com/l/index4.html#little_computer_people,Little Computer People,Activision,1987,7
1009,http://cpcgamereviews.com/l/index4.html#little_puff_in_dragonland,Little Puff in Dragonland,Code Masters,1989,6
1010,http://cpcgamereviews.com/l/index4.html#live_and_let_die,Live and Let Die,Domark/Elite,1988,6
1011,http://cpcgamereviews.com/l/index4.html#liverpool,Liverpool,Grandslam,1990,2
1012,http://cpcgamereviews.com/l/index4.html#the_living_daylights,The Living Daylights,Domark,1987,6
1013,http://cpcgamereviews.com/l/index4.html#livingstone,Livingstone,Opera Soft,1986,6
1014,http://cpcgamereviews.com/l/index4.html#livingstone_supongo_2,Livingstone Supongo II,Opera Soft,1989,8
1015,http://cpcgamereviews.com/l/index4.html#locomotion,Locomotion,Mastertronic,1985,3
1016,http://cpcgamereviews.com/l/index4.html#lode_runner,Lode Runner,Br&oslash;derbund,1989,8
1017,http://cpcgamereviews.com/l/index4.html#lone_wolf_the_mirror_of_death,Lone Wolf: The Mirror of Death,Audiogenic Software,1991,8
1018,http://cpcgamereviews.com/l/index5.html#loopz,Loopz,Audiogenic Software,1991,8
1019,http://cpcgamereviews.com/l/index5.html#lop_ears,Lop Ears,Players,1991,6
